algorithm,num_episodes,num_labels,num_neighbors,random_seed_index,target_color,random_seed,target_color_hex,color_sequence_type,_hostname,_pwd,_username,_start_time,_end_time,answer,answer_episode,num_fallbacks,runtime,total_episodes
neighbor-heuristic,100000,50,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:43:42.977967,2017-07-21 19:44:35.465702,#BCAF49,52385,0,0.5957357883453369,1390
neighbor-heuristic,100000,50,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:44:35.467439,2017-07-21 19:45:28.191446,#BCAF49,52385,0,0.6094303131103516,1390
brute-force,100000,100,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:45:28.193080,2017-07-21 19:47:09.667696,#CD678E,88543,0,45.062949419021606,100000
exact-heuristic,100000,100,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:47:09.669638,2017-07-21 19:48:05.365354,#CD678E,88543,0,0.32033228874206543,751
neighbor-heuristic,100000,100,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:48:05.367434,2017-07-21 19:49:01.067250,#CD678E,88543,0,0.322767972946167,751
neighbor-heuristic,100000,100,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:49:01.069782,2017-07-21 19:49:57.543436,#CD678E,88543,0,0.3198413848876953,751
neighbor-heuristic,100000,100,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:49:57.545704,2017-07-21 19:50:53.665998,#CD678E,88543,0,0.3181431293487549,751
brute-force,100000,100,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:50:53.667911,2017-07-21 19:52:33.377254,#77B22E,40214,0,44.583893060684204,100000
exact-heuristic,100000,100,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:52:33.379154,2017-07-21 19:53:29.447799,#77B22E,40214,0,0.2422935962677002,563
neighbor-heuristic,100000,100,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:53:29.449807,2017-07-21 19:54:25.284041,#77B22E,40214,0,0.9517979621887207,563
neighbor-heuristic,100000,100,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:54:25.286196,2017-07-21 19:55:20.803790,#77B22E,40214,0,0.2401716709136963,563
neighbor-heuristic,100000,100,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:55:20.806066,2017-07-21 19:56:16.921037,#77B22E,40214,0,0.24344325065612793,563
brute-force,100000,100,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:56:16.923230,2017-07-21 19:57:56.817375,#09FEA1,37577,0,44.61817693710327,100000
exact-heuristic,100000,100,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:57:56.819820,2017-07-21 19:58:52.585217,#09FEA1,37577,0,0.24467039108276367,566
neighbor-heuristic,100000,100,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:58:52.588114,2017-07-21 19:59:53.762753,#09FEA1,37577,0,0.2576417922973633,566
neighbor-heuristic,100000,100,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:59:53.765057,2017-07-21 20:00:53.887780,#09FEA1,37577,0,0.25608348846435547,566
neighbor-heuristic,100000,100,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:00:53.890199,2017-07-21 20:01:53.860890,#09FEA1,37577,0,0.2569139003753662,566
brute-force,100000,100,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:01:53.863110,2017-07-21 20:03:37.847151,#F61577,62133,0,46.28443002700806,100000
exact-heuristic,100000,100,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:03:37.849415,2017-07-21 20:04:34.470542,#F61577,62133,0,0.425983190536499,994
neighbor-heuristic,100000,100,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:04:34.472866,2017-07-21 20:05:30.260449,#F61577,62133,0,0.42578721046447754,994
neighbor-heuristic,100000,100,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:05:30.263010,2017-07-21 20:06:32.007248,#F61577,62133,0,0.4485642910003662,994
neighbor-heuristic,100000,100,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:06:32.009566,2017-07-21 20:07:31.151813,#F61577,62133,0,0.4487419128417969,994
brute-force,100000,100,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:07:31.155073,2017-07-21 20:09:18.415297,#BCAF49,52385,0,48.16773056983948,100000
exact-heuristic,100000,100,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:09:18.417624,2017-07-21 20:10:16.361127,#BBB145,60430,0,0.27219319343566895,611
neighbor-heuristic,100000,100,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:10:16.363734,2017-07-21 20:11:15.121913,#BBB145,60430,0,0.2740211486816406,611
neighbor-heuristic,100000,100,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:11:15.124511,2017-07-21 20:12:15.206026,#BBB145,60430,0,0.27461981773376465,611
neighbor-heuristic,100000,100,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:12:15.208346,2017-07-21 20:13:14.866845,#BBB145,60430,0,0.278456449508667,611
brute-force,100000,200,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:13:14.869144,2017-07-21 20:15:08.863928,#CD678E,88543,0,47.724974393844604,100000
exact-heuristic,100000,200,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:15:08.865700,2017-07-21 20:16:15.411860,#CC6B89,96523,0,0.2092878818511963,465
neighbor-heuristic,100000,200,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:16:15.413766,2017-07-21 20:17:21.763569,#CC6B89,96523,0,0.2091825008392334,465
neighbor-heuristic,100000,200,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:17:21.765192,2017-07-21 20:18:28.964366,#CC6B89,96523,0,0.20860648155212402,465
neighbor-heuristic,100000,200,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:18:28.966056,2017-07-21 20:19:35.872858,#CC6B89,96523,0,0.21014404296875,465
brute-force,100000,200,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:19:35.874596,2017-07-21 20:21:29.664181,#77B22E,40214,0,47.48884677886963,100000
exact-heuristic,100000,200,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:21:29.711476,2017-07-21 20:22:35.603171,#77B22E,40214,0,0.15179038047790527,339
neighbor-heuristic,100000,200,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:22:35.605190,2017-07-21 20:23:41.672035,#77B22E,40214,0,0.15212249755859375,339
neighbor-heuristic,100000,200,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:23:41.673774,2017-07-21 20:24:47.895265,#77B22E,40214,0,0.15215110778808594,339
neighbor-heuristic,100000,200,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:24:47.897134,2017-07-21 20:25:54.242027,#77B22E,40214,0,0.1527845859527588,339
brute-force,100000,200,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:25:54.243857,2017-07-21 20:27:47.871699,#09FEA1,37577,0,47.54193377494812,100000
exact-heuristic,100000,200,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:27:47.873656,2017-07-21 20:28:54.939503,#09FEA1,37577,0,0.24253559112548828,539
neighbor-heuristic,100000,200,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:28:54.942323,2017-07-21 20:30:01.210026,#09FEA1,37577,0,0.24386262893676758,539
neighbor-heuristic,100000,200,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:30:01.268353,2017-07-21 20:31:07.998814,#09FEA1,37577,0,0.24254775047302246,539
neighbor-heuristic,100000,200,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:31:08.000860,2017-07-21 20:32:14.361468,#09FEA1,37577,0,0.2418069839477539,539
brute-force,100000,200,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:32:14.363548,2017-07-21 20:34:08.140185,#F61577,62133,0,47.51610207557678,100000
exact-heuristic,100000,200,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:34:08.141994,2017-07-21 20:35:15.720202,#F61577,62133,0,0.3335845470428467,719
neighbor-heuristic,100000,200,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:35:15.722138,2017-07-21 20:36:23.775895,#F61577,62133,0,0.9950945377349854,719
neighbor-heuristic,100000,200,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:36:23.777551,2017-07-21 20:37:30.041234,#F61577,62133,0,0.32412028312683105,719
neighbor-heuristic,100000,200,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:37:30.042925,2017-07-21 20:38:36.560943,#F61577,62133,0,0.32421159744262695,719
brute-force,100000,200,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:38:36.562620,2017-07-21 20:40:29.284879,#BCAF49,52385,0,47.10817241668701,100000
exact-heuristic,100000,200,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:40:29.286981,2017-07-21 20:41:35.604405,#C1B547,4648,0,0.05266308784484863,117
neighbor-heuristic,100000,200,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:41:35.606468,2017-07-21 20:42:42.139151,#C1B547,4648,0,0.05177044868469238,117
neighbor-heuristic,100000,200,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:42:42.141059,2017-07-21 20:43:48.151698,#C1B547,4648,0,0.052025794982910156,117
neighbor-heuristic,100000,200,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 20:43:48.153579,2017-07-21 20:44:52.302794,#C1B547,4648,0,0.04984164237976074,117
brute-force,1000,10,0,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:00.211231,2017-07-21 18:11:01.108827,#DB6C81,749,0,0.4163835048675537,1000
exact-heuristic,1000,10,0,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:01.122824,2017-07-21 18:11:01.650841,#DB6C81,749,0,0.05300307273864746,118
neighbor-heuristic,1000,10,1,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:01.652556,2017-07-21 18:11:02.194570,#DB6C81,749,0,0.05211162567138672,118
neighbor-heuristic,1000,10,2,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:02.196006,2017-07-21 18:11:02.720901,#DB6C81,749,0,0.0523686408996582,118
neighbor-heuristic,1000,10,3,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:02.722330,2017-07-21 18:11:03.264502,#DB6C81,749,0,0.05172872543334961,118
brute-force,1000,10,0,2,#74B32E,0.8946098106246071,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:03.266051,2017-07-21 18:11:04.150254,#70A332,100,0,0.4128143787384033,1000
exact-heuristic,1000,10,0,2,#74B32E,0.8946098106246071,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:04.262121,2017-07-21 18:11:04.805117,#70A332,100,0,0.04754352569580078,108
neighbor-heuristic,1000,10,1,2,#74B32E,0.8946098106246071,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:04.807151,2017-07-21 18:11:05.328584,#70A332,100,0,0.04728865623474121,108
neighbor-heuristic,1000,10,2,2,#74B32E,0.8946098106246071,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:05.330182,2017-07-21 18:11:05.851346,#70A332,100,0,0.04749655723571777,108
neighbor-heuristic,1000,10,3,2,#74B32E,0.8946098106246071,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:05.852930,2017-07-21 18:11:06.395382,#70A332,100,0,0.04722261428833008,108
brute-force,1000,10,0,2,#06FDA3,0.8946098106246071,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:06.396927,2017-07-21 18:11:07.283902,#28F9A7,492,0,0.41307950019836426,1000
exact-heuristic,1000,10,0,2,#06FDA3,0.8946098106246071,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:07.285795,2017-07-21 18:11:07.802307,#28F9A7,492,0,0.024203777313232422,54
neighbor-heuristic,1000,10,1,2,#06FDA3,0.8946098106246071,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:07.804130,2017-07-21 18:11:08.298773,#28F9A7,492,0,0.02367115020751953,54
neighbor-heuristic,1000,10,2,2,#06FDA3,0.8946098106246071,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:08.300533,2017-07-21 18:11:08.795978,#28F9A7,492,0,0.023710012435913086,54
neighbor-heuristic,1000,10,3,2,#06FDA3,0.8946098106246071,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:08.797490,2017-07-21 18:11:09.317378,#28F9A7,492,0,0.023696184158325195,54
brute-force,1000,10,0,2,#F71976,0.8946098106246071,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:09.318980,2017-07-21 18:11:10.206483,#FB1E83,325,0,0.41484498977661133,1000
exact-heuristic,1000,10,0,2,#F71976,0.8946098106246071,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:10.208372,2017-07-21 18:11:10.720355,#E82079,458,0,0.02161860466003418,49
neighbor-heuristic,1000,10,1,2,#F71976,0.8946098106246071,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:10.721914,2017-07-21 18:11:11.215800,#E82079,458,0,0.021412372589111328,49
neighbor-heuristic,1000,10,2,2,#F71976,0.8946098106246071,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:11.217406,2017-07-21 18:11:11.731720,#E82079,458,0,0.021473169326782227,49
neighbor-heuristic,1000,10,3,2,#F71976,0.8946098106246071,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:11.733217,2017-07-21 18:11:12.230941,#E82079,458,0,0.021680116653442383,49
brute-force,1000,10,0,2,#BCB249,0.8946098106246071,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:12.232409,2017-07-21 18:11:13.123062,#BAC151,260,0,0.4158060550689697,1000
exact-heuristic,1000,10,0,2,#BCB249,0.8946098106246071,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:13.124674,2017-07-21 18:11:13.666152,#A8BA4E,20,0,0.04748940467834473,108
neighbor-heuristic,1000,10,1,2,#BCB249,0.8946098106246071,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:13.667848,2017-07-21 18:11:14.187932,#A8BA4E,20,0,0.04759335517883301,108
neighbor-heuristic,1000,10,2,2,#BCB249,0.8946098106246071,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:14.189425,2017-07-21 18:11:14.728058,#A8BA4E,20,0,0.04755544662475586,108
neighbor-heuristic,1000,10,3,2,#BCB249,0.8946098106246071,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:14.745661,2017-07-21 18:11:15.268295,#A8BA4E,20,0,0.04702138900756836,108
brute-force,1000,20,0,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:15.269913,2017-07-21 18:11:16.189467,#DB6C81,749,0,0.43836307525634766,1000
exact-heuristic,1000,20,0,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:16.191203,2017-07-21 18:11:16.693119,#DB6C81,749,0,0.020286083221435547,46
neighbor-heuristic,1000,20,1,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:16.694985,2017-07-21 18:11:17.196965,#DB6C81,749,0,0.02020263671875,46
neighbor-heuristic,1000,20,2,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:17.198451,2017-07-21 18:11:17.722128,#DB6C81,749,0,0.02014636993408203,46
neighbor-heuristic,1000,20,3,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:17.723610,2017-07-21 18:11:18.225710,#DB6C81,749,0,0.02017998695373535,46
brute-force,1000,20,0,2,#74B32E,0.8946098106246071,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:18.227217,2017-07-21 18:11:19.143201,#70A332,100,0,0.4347233772277832,1000
